"행정구역(시군구)별","성별","연령별","항목","단위","2025 년",
"종로구","남자","84세","주민등록연앙인구","","289.5",
"종로구","남자","85세 이상","주민등록연앙인구","","1326.5",
"종로구","남자","85세","주민등록연앙인구","","258.5",
"종로구","남자","86세","주민등록연앙인구","","234",
"종로구","남자","87세","주민등록연앙인구","","188.5",
"종로구","남자","88세","주민등록연앙인구","","151.5",
"종로구","남자","89세","주민등록연앙인구","","130.5",
"종로구","남자","90세","주민등록연앙인구","","97.5",
"종로구","남자","91세","주민등록연앙인구","","77",
"종로구","남자","92세","주민등록연앙인구","","58",
"종로구","남자","93세","주민등록연앙인구","","43.5",
"종로구","남자","94세","주민등록연앙인구","","26",
"종로구","남자","95세","주민등록연앙인구","","18.5",
"종로구","남자","96세","주민등록연앙인구","","13",
"종로구","남자","97세","주민등록연앙인구","","9.5",
"종로구","남자","98세","주민등록연앙인구","","6.5",
"종로구","남자","99세","주민등록연앙인구","","5",
"종로구","남자","100세 이상","주민등록연앙인구","","9",
"종로구","여자","계","주민등록연앙인구","","70774",
"종로구","여자","0세","주민등록연앙인구","","197",
"종로구","여자","1세","주민등록연앙인구","","207.5",
"종로구","여자","2세","주민등록연앙인구","","209",
"종로구","여자","3세","주민등록연앙인구","","221.5",
"종로구","여자","4세","주민등록연앙인구","","234.5",
"종로구","여자","5세","주민등록연앙인구","","246.5",
"종로구","여자","6세","주민등록연앙인구","","271.5",
"종로구","여자","7세","주민등록연앙인구","","302.5",
"종로구","여자","8세","주민등록연앙인구","","329.5",
"종로구","여자","9세","주민등록연앙인구","","370.5",
"종로구","여자","10세","주민등록연앙인구","","409.5",
"종로구","여자","11세","주민등록연앙인구","","411.5",
"종로구","여자","12세","주민등록연앙인구","","444.5",
"종로구","여자","13세","주민등록연앙인구","","463",
"종로구","여자","14세","주민등록연앙인구","","476",
"종로구","여자","15세","주민등록연앙인구","","443.5",
"종로구","여자","16세","주민등록연앙인구","","451.5",
"종로구","여자","17세","주민등록연앙인구","","515.5",
"종로구","여자","18세","주민등록연앙인구","","511",
"종로구","여자","19세","주민등록연앙인구","","593",
"종로구","여자","20세","주민등록연앙인구","","708",
"종로구","여자","21세","주민등록연앙인구","","824.5",
"종로구","여자","22세","주민등록연앙인구","","878",
"종로구","여자","23세","주민등록연앙인구","","991",
"종로구","여자","24세","주민등록연앙인구","","1144.5",
"종로구","여자","25세","주민등록연앙인구","","1316.5",
"종로구","여자","26세","주민등록연앙인구","","1312.5",
"종로구","여자","27세","주민등록연앙인구","","1309",
"종로구","여자","28세","주민등록연앙인구","","1260",
"종로구","여자","29세","주민등록연앙인구","","1195",
"종로구","여자","30세","주민등록연앙인구","","1206.5",
"종로구","여자","31세","주민등록연앙인구","","1170",
"종로구","여자","32세","주민등록연앙인구","","1130.5",
"종로구","여자","33세","주민등록연앙인구","","1101.5",
"종로구","여자","34세","주민등록연앙인구","","978",
"종로구","여자","35세","주민등록연앙인구","","908",
"종로구","여자","36세","주민등록연앙인구","","845",
"종로구","여자","37세","주민등록연앙인구","","863",
"종로구","여자","38세","주민등록연앙인구","","836",
"종로구","여자","39세","주민등록연앙인구","","824",
"종로구","여자","40세","주민등록연앙인구","","854.5",
"종로구","여자","41세","주민등록연앙인구","","853.5",
"종로구","여자","42세","주민등록연앙인구","","932",
"종로구","여자","43세","주민등록연앙인구","","1002.5",
"종로구","여자","44세","주민등록연앙인구","","1029",
"종로구","여자","45세","주민등록연앙인구","","1010",
"종로구","여자","46세","주민등록연앙인구","","930.5",
"종로구","여자","47세","주민등록연앙인구","","909.5",
"종로구","여자","48세","주민등록연앙인구","","935",
"종로구","여자","49세","주민등록연앙인구","","938",
"종로구","여자","50세","주민등록연앙인구","","1008.5",
"종로구","여자","51세","주민등록연앙인구","","1103",
"종로구","여자","52세","주민등록연앙인구","","1171",
"종로구","여자","53세","주민등록연앙인구","","1191",
"종로구","여자","54세","주민등록연앙인구","","1237",
"종로구","여자","55세","주민등록연앙인구","","1238",
"종로구","여자","56세","주민등록연앙인구","","1215.5",
"종로구","여자","57세","주민등록연앙인구","","1209.5",
"종로구","여자","58세","주민등록연앙인구","","1098.5",
"종로구","여자","59세","주민등록연앙인구","","1056",
"종로구","여자","60세","주민등록연앙인구","","1075",
"종로구","여자","61세","주민등록연앙인구","","1062",
"종로구","여자","62세","주민등록연앙인구","","1023.5",
"종로구","여자","63세","주민등록연앙인구","","1098.5",
"종로구","여자","64세","주민등록연앙인구","","1164.5",
"종로구","여자","65세","주민등록연앙인구","","1095",
"종로구","여자","66세","주민등록연앙인구","","977",
"종로구","여자","67세","주민등록연앙인구","","970.5",
"종로구","여자","68세","주민등록연앙인구","","927",
"종로구","여자","69세","주민등록연앙인구","","921",
"종로구","여자","70세","주민등록연앙인구","","868",
"종로구","여자","71세","주민등록연앙인구","","737.5",
"종로구","여자","72세","주민등록연앙인구","","714",
"종로구","여자","73세","주민등록연앙인구","","629.5",
"종로구","여자","74세","주민등록연앙인구","","559",
"종로구","여자","75세","주민등록연앙인구","","620.5",
"종로구","여자","76세","주민등록연앙인구","","634",
"종로구","여자","77세","주민등록연앙인구","","639",
"종로구","여자","78세","주민등록연앙인구","","596",
"종로구","여자","79세","주민등록연앙인구","","529.5",
"종로구","여자","80세 이상","주민등록연앙인구","","4900",
"종로구","여자","80세","주민등록연앙인구","","530.5",
"종로구","여자","81세","주민등록연앙인구","","516",
"종로구","여자","82세","주민등록연앙인구","","531",
"종로구","여자","83세","주민등록연앙인구","","538.5",
"종로구","여자","84세","주민등록연앙인구","","439.5",
"종로구","여자","85세 이상","주민등록연앙인구","","2344.5",
"종로구","여자","85세","주민등록연앙인구","","386.5",
"종로구","여자","86세","주민등록연앙인구","","364.5",
"종로구","여자","87세","주민등록연앙인구","","308.5",
"종로구","여자","88세","주민등록연앙인구","","256",
"종로구","여자","89세","주민등록연앙인구","","232",
"종로구","여자","90세","주민등록연앙인구","","190.5",
"종로구","여자","91세","주민등록연앙인구","","144",
"종로구","여자","92세","주민등록연앙인구","","114.5",
"종로구","여자","93세","주민등록연앙인구","","92",
"종로구","여자","94세","주민등록연앙인구","","67.5",
"종로구","여자","95세","주민등록연앙인구","","49",
"종로구","여자","96세","주민등록연앙인구","","44",
"종로구","여자","97세","주민등록연앙인구","","35.5",
"종로구","여자","98세","주민등록연앙인구","","23",
"종로구","여자","99세","주민등록연앙인구","","13",
"종로구","여자","100세 이상","주민등록연앙인구","","24",
"중구","남자","계","주민등록연앙인구","","56513",
"중구","남자","0세","주민등록연앙인구","","301",
"중구","남자","1세","주민등록연앙인구","","238.5",
"중구","남자","2세","주민등록연앙인구","","244",
"중구","남자","3세","주민등록연앙인구","","259.5",
"중구","남자","4세","주민등록연앙인구","","242",
"중구","남자","5세","주민등록연앙인구","","261.5",
"중구","남자","6세","주민등록연앙인구","","244",
"중구","남자","7세","주민등록연앙인구","","253",
"중구","남자","8세","주민등록연앙인구","","283.5",
"중구","남자","9세","주민등록연앙인구","","299",
"중구","남자","10세","주민등록연앙인구","","282",
"중구","남자","11세","주민등록연앙인구","","276",
"중구","남자","12세","주민등록연앙인구","","288",
"중구","남자","13세","주민등록연앙인구","","280",
"중구","남자","14세","주민등록연앙인구","","273.5",
"중구","남자","15세","주민등록연앙인구","","277",
"중구","남자","16세","주민등록연앙인구","","267",
"중구","남자","17세","주민등록연앙인구","","290.5",
"중구","남자","18세","주민등록연앙인구","","323.5",
"중구","남자","19세","주민등록연앙인구","","346",
"중구","남자","20세","주민등록연앙인구","","391",
